dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ds-1710-D/Long/short,toto_2.0_1b,1.367675526936849,1.367675526936849,0.6731751124064128,1.0251391056573669,0.5406633377075195,0.5707414347992755,7.351196046630173,1.1694766038432958,0.8722926797313136,0.502109850508904,0.4138780239822636,Database,1
ds-1712-H/Medium/short,toto_2.0_1b,9.487359364827476,9.487359364827476,0.5573201179504395,1.239031120472322,0.0528209904829661,0.0935432759119587,49.37897014102011,3.080155737106076,4.190209325577476,0.7581720389768222,0.7572568890059943,Networking,1
ds-1713-D/Long/short,toto_2.0_1b,0.0005537153532107,0.0005537153532107,0.006692702571551,0.0512290060247973,0.0708099126815795,0.0940143356675503,34.09146414455228,0.023531157073352,0.2294043003200813,0.0652468871756315,0.7038189241865987,Database,1
ds-1717-30T/Short/short,toto_2.0_1b,18.500504811604817,18.500504811604817,2.418687184651693,3.6422407393024905,3.2632967631022134,1.0956237436014875,104.36189342044996,4.301221316278066,1.68933294389048,0.9499552897997569,0.8899106313233385,"Database, Application Usage",1
ds-1722-D/Long/short,toto_2.0_1b,2.323441569010417,2.323441569010417,0.4923028157552083,283.91769967959686,0.978878207973667,0.9170836718137744,10971.247919054213,1.524283952880964,1.75547524214367,0.5669713986442361,0.5083536346155051,"Database, Application Usage",100
ds-1724-D/Long/short,toto_2.0_1b,0.6329861246744791,0.6329861246744791,0.228648457845052,2.0752415404275606,0.4270893147786458,0.2534961633389259,52.796578744926954,0.7956042512923616,1.0129807961782349,0.2911202353388306,0.2561724997164077,Infrastructure,100
ds-1727-H/Medium/short,toto_2.0_1b,3.056149580515921e-06,3.056149580515921e-06,0.0016655403499801,0.0054025468945575,0.0025090252359708,0.0025124982823152,0.0605351579303571,0.0017481846528659,0.0026335231099568,0.0025090250020487,0.0017548875944171,Infrastructure,1
ds-1728-D/Long/short,toto_2.0_1b,1.0495909372965495,1.0495909372965495,0.6435907363891602,0.9348859508452012,1.6252696990966795,1.2852358201424383,6.987224604638398,1.0244954549906746,1.455759796563429,0.9145121287868664,0.7299616242355526,Infrastructure,16
ds-1730-D/Long/short,toto_2.0_1b,2.300927937825521,2.300927937825521,1.0569176228841146,3.583046064999737,4.855206705729167,1.3851610453462433,33.27487942707483,1.5168809900007056,1.3966422325621348,0.973138827758958,0.7846718109664519,Infrastructure,5
ds-1731-D/Long/short,toto_2.0_1b,5.4101661253511235,5.4101661253511235,0.614763009860721,7.678083600379807,3.2740679901822625,0.3289956724183325,169.7053366796629,2.3259763810819583,1.8618079974437447,0.4920818188871144,0.4243655044193821,Infrastructure,89
ds-1733-D/Long/short,toto_2.0_1b,7.15571484375,7.15571484375,0.642229736328125,7.647359038857376,5.436481584821428,0.6729255109565409,249.03756663066096,2.675016793171587,2.7086929355173597,0.6503148519335608,0.5924304466866156,Infrastructure,100
ds-1734-D/Long/short,toto_2.0_1b,4.523416137695312,4.523416137695312,0.8662302017211914,6.394474234501873,0.4804155349731445,0.6468263533946027,103.81870043947649,2.126832418808617,2.147935490612655,0.874825198667866,0.8438958962096788,Infrastructure,1
ds-1737-D/Long/short,toto_2.0_1b,1.2771883138020834,1.2771883138020834,0.7026687622070312,2.932523151469505,7.168070475260417,0.996081376427874,26.11007144119873,1.1301275652783995,1.046419734660815,0.6506225335031024,0.4941470319637813,Infrastructure,5
ds-1738-D/Long/short,toto_2.0_1b,3.400403340657552,3.400403340657552,1.4146358489990234,6.4562497262296485,1.3947739919026694,0.923495934863634,26.031549761375093,1.844018259306982,0.9918113167167144,0.760866567881862,0.5258800404564528,Infrastructure,1
ds-1742-D/Long/short,toto_2.0_1b,4.611947123209635,4.611947123209635,1.9190324147542317,7.2219230797432,3.8053548177083334,1.7318202824775242,23.47187411663957,2.1475444403340376,1.7472876544948597,1.561365429231338,1.2006631956669378,Infrastructure,1
ds-1744-D/Long/short,toto_2.0_1b,2.97187183521412,2.97187183521412,1.049817798755787,5.051535337669049,1.0104193793402778,1.1965871776919994,48.16849368458755,1.723911782897872,1.5186647113105485,0.9248276275460572,0.7815100089160675,Infrastructure,9
ds-1746-30T/Short/short,toto_2.0_1b,0.6215642962539405,0.6215642962539405,0.508385039212411,0.6882381771401586,1.4880355031866777,0.6100646504638326,4.580241835457151,0.7883934907480785,0.728954070447845,0.4700563209077679,0.3685245994068464,Infrastructure,19
