,abs_error,mean_wQuantileLoss,MASE
0,81.80016326904297,0.15309902700714997,0.5976536063494575
1,98.09324645996094,0.09583305766081497,0.6800441476651
2,68.5123291015625,0.06000223144798586,0.44982597383936884
3,50.065406799316406,0.04865292753591499,0.32150777699292976
4,24.555822372436523,0.0291323861419879,0.15287444869450784
5,48.35849380493164,0.044959810358830087,0.3088375742152499
6,31.77760887145996,0.03286071515722846,0.20368976544244644
7,74.81478881835938,0.0895031883772335,0.4796409725289537
8,190.7054901123047,0.2744000836877795,1.2046032960443842
9,170.23245239257812,0.21662338952527396,1.0906388444986272
