,abs_error,mean_wQuantileLoss,MASE
0,159.40301513671875,0.3202514514762503,1.0351180333656491
1,130.92567443847656,0.17277146510674163,0.8137679969548408
2,66.12838745117188,0.0835985740749004,0.4151515650044272
3,83.15216064453125,0.09684435872871132,0.5303454134074753
4,64.32867431640625,0.07000508887654111,0.41425504658044915
5,60.50418472290039,0.06467617701761753,0.4005958159058654
6,59.329952239990234,0.06397578991239239,0.4196035927665946
7,109.43093872070312,0.11365547579760531,0.8202519985072133
8,96.44746398925781,0.10075248002794605,0.7795761584471093
9,133.68234252929688,0.12606125734572504,1.0583457707754
