,abs_error,mean_wQuantileLoss,MASE
0,179.1857147216797,0.262328701315482,1.3091781767903294
1,226.033447265625,0.21673100911251375,1.5670061756218636
2,60.710174560546875,0.05442965581299373,0.3985999856051202
3,37.70050811767578,0.04096484073362123,0.24210342692318526
4,36.961647033691406,0.039336107729485925,0.23010800971826306
5,76.73924255371094,0.06629044322246395,0.490088909985588
6,47.717201232910156,0.04475056430435084,0.3058601912439909
7,54.265037536621094,0.06965772850889777,0.34789559376525264
8,140.1124725341797,0.1895095969164301,0.8850292990107844
9,109.15796661376953,0.13410590245739357,0.6993491364438089
