,abs_error,mean_wQuantileLoss,MASE
0,105.62952136993408,0.17415574037115175,0.7717571807398836
1,89.91037845611572,0.0886626497649972,0.6233153428679765
2,72.56765937805176,0.062283083478379825,0.47645171959085286
3,47.06439208984375,0.04675443062951915,0.30223602305362446
4,24.691608428955078,0.03127311796903012,0.15371980041561845
5,47.656978607177734,0.046477792608980995,0.30435738824460845
6,24.388643264770508,0.03335916561739422,0.15632759912658498
7,79.45524787902832,0.08994235092242388,0.5093911389420946
8,223.68297410011292,0.32103118262232616,1.4129076771959057
9,130.2056016921997,0.16366950329480492,0.8341963225899152
