dataset,model,checkpoint,context_length,num_samples,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/MAAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ds-2359-H/Medium/medium,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,21.930977376302085,2.5659815470377603,0.7060475667317708,1.7444395189789872,1.663310750325521,0.6971214294433594,1.138562520345052,26.215868083099373,4.683052143239714,6.7770268746021545,1.0217488911363037,0.8663383800367852,"['Application Usage', 'Database']",1
ds-2326-D/Long/short,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,157,256,14.304451497395833,1.2593802315848215,0.7046572730654762,2.7060353002364557,1.7888038271949405,0.5871993291945684,0.9058549426850818,23.98715462948367,3.7821226179747045,4.379472045255091,0.8159510255456704,0.6306144372410042,['Application Usage'],7
ds-2625-30T/Short/long,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,19.607477484809028,0.8374230278862848,0.5881305694580078,0.971012857991228,1.67831302218967,0.5679200914171006,0.8614732530381944,6.613019868322267,4.428033139533739,5.264988539721249,0.6992948359872024,0.5441225021550201,['Application Usage'],1
ds-1104-T/Short/medium,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.6154155095418294,0.015623217821121216,0.08112387657165528,0.10545860264292463,0.09927737712860107,0.0846873124440511,0.08888107140858968,1.106169624976922,0.7844842315444138,0.752067602052926,0.0777716579495431,0.06482355914042262,['Application Usage'],2
ds-989-10S/Short/medium,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.09390153188554068,0.014869412618970113,0.0699716089642237,0.33085085690344956,3.480363033234127,0.5445226469494048,0.7940783110119047,2.2445687439212993,0.30643356847046094,2.1473648736762256,0.4903332751511735,0.3834933672946851,['Application Usage'],14
ds-2094-H/Medium/short,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.19150511423746744,0.0015346819741858377,0.029070652193493314,0.2780369652598044,1.9224527147081163,0.5251718097262912,0.711763858795166,3.052252401706559,0.43761297311376346,8.003372303172629,0.5316644315754437,0.43086491911925284,"['Application Usage', 'Networking']",3
ds-815-5T/Short/medium,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.24294403394063313,0.02771411935488383,0.10583063761393229,0.5912395119081116,0.5191399892171223,0.2894242286682129,0.30031874974568684,8.68210905262442,0.49289353205396513,1.0103613304873449,0.21693768911990838,0.1884077224629025,['Networking'],1
ds-184-10S/Short/long,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,1416.3737037037038,0.5056334394290124,0.31304515697337965,1.132907827632792,0.5735051359953703,0.37103141878858026,0.5526732494212963,21.89540011095629,37.6347406488168,40.728886840974766,0.3387822143763015,0.3131231955078482,['Infrastructure'],9
ds-13-10S/Short/long,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,107001.23555555556,4.119144028259648e-07,0.000560930437511868,0.006069918008061587,0.012198685540093316,0.012197519938151042,0.012296596103244357,4.713197797236322,327.11043327224456,7113.74817791777,0.01219868726861317,0.03901339211549048,['Infrastructure'],1
ds-2109-30T/Short/short,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.0046713898579279585,0.0004728577720622222,0.006697402894496917,0.05184996240704745,0.13281675974527996,0.08358960151672364,0.10378510157267253,0.5038264052382722,0.0683475665838072,1.0677725693714704,0.10463142221755664,0.08663828638378047,['Application Usage'],1
ds-2725-H/Medium/medium,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,1976.7529947916667,2.3490219116210938,0.5687081654866536,1.1555658100144706,0.8715993881225585,0.3488340695699056,0.5656157811482747,20.571389048343757,44.46069044438769,41.21565564263519,0.5272000878882329,0.5056326764315623,['Infrastructure'],4
ds-319-T/Short/short,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.5627483367919922,0.337721316019694,0.4152475992838542,0.4329852939578545,2.5210301717122396,0.6432775497436524,1.0175495147705078,3.7169426529044585,0.7501655395924237,1.2815063205058324,0.7093666597192045,0.5799732572756876,['Database'],1
ds-641-10S/Short/medium,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,2.7710194227430556,1.265251736111111,0.2495560031467014,0.6588852500921267,1.2624944390190973,0.3763174099392361,0.4237237887912326,21.629972290374184,1.664637925418935,4.781179404742196,0.7167757050077451,0.6800603952263317,"['Application Usage', 'Networking']",1
ds-765-T/Short/long,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.00030084671797575774,8.190492926924317e-05,0.006061247984568278,0.019747642670199177,0.02671158225448043,0.02666739887661404,0.02753189934624566,0.1349843154602061,0.017344933495858604,0.07619609141429382,0.026626992004733927,0.02125473904803026,['Infrastructure'],1
ds-1130-T/Short/long,toto,ds-data-science-us1-prod/ray/foundation-models/TOTO/base-no-dual-softmax-no-tsmixup-1746214361/TorchTrainer_37d72_00000_0_2025-05-02_19-32-43/checkpoint_000026,2048,256,0.037736998664008245,0.0003424715664651659,0.012279415130615234,0.09011540511379182,0.053762626647949216,0.052714930640326604,0.054452133178710935,2.099995467983712,0.19426013143207807,0.781703786196027,0.049412430791188344,0.05197423699136879,['Application Usage'],1
