dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,dataset_size
ds-76-10S/Short/long,moirai_2_small,0.4967604282498359,0.4967604282498359,0.1566523710886637,0.3113853771963705,0.3795579444037543,0.2273033057318793,11.900886675555755,0.7048123354835923,2.016405581772082,0.4481685401324342,0.4442177980325165,['Application Usage'],1,2.0
ds-76-10S/Short/medium,moirai_2_small,0.4837514920698272,0.4837514920698272,0.1688798024919298,0.3409415687335348,0.3630912759568956,0.3192818800608317,8.540109938402654,0.6955224597881993,1.9898280713298069,0.4831501369221159,0.4480103420627748,['Application Usage'],1,3.0
ds-76-10S/Short/short,moirai_2_small,0.5186112192280901,0.5186112192280901,0.1528822338829437,0.3113372383166439,0.5349502051373323,0.2709151600301265,3.5734085190157536,0.7201466650815582,2.1329883851347735,0.4528189117266076,0.3921226769233378,['Application Usage'],1,20.0
ds-760-10S/Short/long,moirai_2_small,0.1036225125524732,0.1036225125524732,0.2264842944675021,0.4692102116598923,0.3418424373202853,0.2560491498311361,17.01711838657825,0.3219045084376317,0.4024308691298366,0.2831407112288822,0.2768601305774848,['Infrastructure'],1,2.0
ds-760-10S/Short/medium,moirai_2_small,0.0387939054105016,0.0387939054105016,0.1007226710849338,0.2084257823533258,0.127582950592041,0.1213209533691406,6.573329284446645,0.1969616851331793,0.2462328477415569,0.1259190594181279,0.119337686147441,['Infrastructure'],1,3.0
ds-760-10S/Short/short,moirai_2_small,0.1613837963816089,0.1613837963816089,0.1642560533682505,0.3454644212097292,0.2487165638804435,0.154443179766337,10.113143554376704,0.4017260215390694,0.4954974441872911,0.2025969199715982,0.1945592857390607,['Infrastructure'],1,20.0
ds-761-5T/Short/long,moirai_2_small,0.927660403267703,0.927660403267703,0.2214913647584241,0.513596525781642,0.1094385757189407,0.1672704703077322,20.00941615305281,0.9631512878399234,2.3295525743284413,0.5357162322044907,0.533895923493615,['Infrastructure'],11,3.0
ds-761-5T/Short/medium,moirai_2_small,0.9800801306059866,0.9800801306059866,0.2324765595522794,0.5402735881660584,0.1113778222690929,0.1716546419895056,21.15314898729529,0.9899899649016584,2.3381670677123476,0.5490651974580409,0.5487709618862066,['Infrastructure'],11,4.0
ds-761-5T/Short/short,moirai_2_small,0.5816585858092311,0.5816585858092311,0.140248695964163,0.321100762177893,0.0662124841953768,0.103697453890786,11.112436666934212,0.7626654481548454,2.194140048801879,0.4034865895022563,0.4014998193227778,['Infrastructure'],11,20.0
ds-762-5T/Short/long,moirai_2_small,0.0,0.0,0.0,0.0,,,8.236346561545878,0.0,,,,Infrastructure,66,
ds-762-5T/Short/medium,moirai_2_small,0.0,0.0,0.0,0.0,,,7.274555175683016,0.0,,,,Infrastructure,66,
ds-762-5T/Short/short,moirai_2_small,0.5490781008595168,0.5490781008595168,0.2189575662516584,0.4543671281891341,1.8617307605165423,0.5467592759565874,8.444617734196544,0.740998043762274,1.512374057434678,0.4468915210581591,0.3870602315936929,['Infrastructure'],66,20.0
ds-763-T/Short/long,moirai_2_small,1.9111255357890432e+20,1.9111255357890432e+20,2884561406.5006027,1.1860361909445292,,2.0,11.116701730625833,13824346406.93383,inf,inf,inf,Infrastructure,86,
ds-763-T/Short/medium,moirai_2_small,1.3719488008286333e+20,1.3719488008286333e+20,2064350266.7410853,0.7945744989352913,,2.0,8.910074892200774,11713021816.88668,inf,inf,inf,Infrastructure,86,
