,abs_error,mean_wQuantileLoss,MASE
0,122572.82382202148,0.011566979883770496,0.2106868868661118
1,97444.83996582031,0.010654999852558265,0.18010850206941362
2,271179.9637451172,0.022492179699520217,0.619640277607343
3,159385.76992797852,0.015143933998933237,0.41311753569196946
4,185240.07138061523,0.019732152438561006,0.8914171683670052
5,228577.74862670898,0.02278008150183707,0.5485753018546646
6,136207.14782714844,0.011868537305267112,0.28283910264308315
7,103538.24987792969,0.00996075421926609,0.1828948251798703
8,138392.80630493164,0.013829514870544787,0.22889035250594528
9,151356.78860473633,0.014139104243742987,0.30666008644215315
