,abs_error,mean_wQuantileLoss,MASE
0,348603.5771484375,0.015091744962419301,0.3331582959684788
1,428237.09765625,0.018391377655716707,0.4920074560324486
2,379616.58203125,0.019003579402350163,0.412332718250491
3,277968.26953125,0.012785762717187928,0.3434881024271366
4,307595.7810058594,0.01408774074775079,0.2882474148680453
5,457492.01171875,0.021396442015077153,0.5567868724197185
6,237279.48754882812,0.012206859158568896,0.2631223536861493
7,248928.42651367188,0.011395953688363174,0.2422613343116483
8,274013.01708984375,0.012652725137814834,0.3114637643920205
9,309580.92724609375,0.01821327385620953,0.4840954907898977
