dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,eval_metrics/MAAPE[0.5],domain,num_variates,dataset_size
ds-0-T/Short/short,moirai_large,0.4608659108479818,0.4495007197062174,0.1471284389495849,0.3130488795308463,0.6985440572102865,0.2471680482228597,7.665257491770552,0.6788710561277317,1.4758999485747522,0.3198646540009789,0.2905911560323764,0.2249746958414713,Application Usage,1,20
ds-0-T/Short/medium,moirai_large,0.2366031487782796,0.2296579043070475,0.0903632322947184,0.1898058641925134,0.425249163309733,0.1618258794148763,4.768161589316304,0.4864186969867416,1.052381498715084,0.1955035742255753,0.1803516765156495,0.155129591623942,Application Usage,1,4
ds-0-T/Short/long,moirai_large,0.2170658817997685,0.2023782235604745,0.0794019204598886,0.1651969771070852,0.363364353886357,0.1432868251094111,4.711574755202435,0.4659032966182666,1.00620827154753,0.171483803019664,0.1696477067679781,0.1357958475748698,Application Usage,1,3
ds-1-T/Short/short,moirai_large,26076910.933333334,0.0011295794305347,0.0027077559062412,0.0134817998734265,0.0098754215240478,0.2937951369512648,66.32381162612981,5106.555681996754,16205.368248594294,0.0085929116062802,0.0073755511153096,0.2323481677827381,Infrastructure,35,20
ds-1-T/Short/medium,moirai_large,136306079.45142856,0.0154234513782319,0.0199962579636346,0.0457890466834632,0.0463555145263671,0.3254746791294642,163.22963402482958,11675.019462571723,36702.80489005642,0.0628623152983468,0.0645887834835441,0.2552000209263393,Infrastructure,35,4
ds-1-T/Short/long,moirai_large,16908466.576931216,0.1971625950727513,0.0380552842881944,0.1909429545850599,0.0730210895302855,0.3451308800429894,249.880665019824,4111.990585705567,12636.245155252722,0.116944796369457,0.1250141384654886,0.2676612103174603,Infrastructure,35,3
ds-2-5T/Short/short,moirai_large,15.97146720467033,16.80364010989011,0.388849122882326,0.4505349954632758,1.366533686040522,0.2818546281192765,9.474272815469064,3.996431809085491,2.904767777332005,0.2826312211369529,0.2597675120248971,0.1943293197687729,Database,91,20
ds-2-5T/Short/medium,moirai_large,80.40728594322344,41.09268543956044,1.0149236993475277,1.339568365151649,3.723029346955128,0.8757936806032509,14.210921162609743,8.967010981549171,7.775846952324477,0.880102786831864,0.7040600279620105,0.5582095191592262,Database,91,4
ds-2-5T/Short/long,moirai_large,27.96750101750101,27.042793549043548,1.030778133903134,1.5736286576610052,3.833543510887261,1.0082824582824583,18.43761850320755,5.288430865341914,4.733418115551257,0.9225995415968749,0.7613341638250897,0.6371125149445462,Database,91,3
ds-3-10S/Short/short,moirai_large,0.918536833175505,0.5761263020833334,0.2264866437815656,0.4244096525257629,0.832006194760101,0.2632134331597222,6.864300666029947,0.9584032727278768,0.4450533531990467,0.1051735142586517,0.0881418141595824,0.1864381362452651,Application Usage,33,20
