,abs_error,mean_wQuantileLoss,MASE
0,3269.02685546875,1.0478991192532288,0.2255626101137636
1,5855.1328125,0.46709109299748164,0.35753681003748383
2,10640.80859375,3.8144918447897536,0.8950476652933336
3,1841.76904296875,0.4360352497315126,0.2282894504061189
4,3083.9658203125,0.6549326279262595,0.4490692525965534
5,14378.755859375,0.6876276515187726,3.022749820855367
6,76523.890625,0.7803715182607809,12.415422742958055
7,58547.265625,0.6116740198357048,2.9370102302370094
8,52269.87890625,0.6305674838573974,2.371285383994284
9,29394.705078125,1.1010072340825268,1.156207386342147
