,abs_error,mean_wQuantileLoss,MASE
0,101.89360189437866,0.12963231949169288,0.6898579343810397
1,71.43566513061523,0.06275257272303285,0.45244931064516575
2,15.791183471679688,0.018244907555635338,0.09509896551988697
3,23.460956573486328,0.020465276573730866,0.14363682594646135
4,18.640625,0.0167969642193938,0.11392461029154327
5,17.532230377197266,0.016676120717700794,0.10799872761874393
6,32.09904098510742,0.03152159040259085,0.20323988260265646
7,39.07052421569824,0.029771618852793495,0.25776154881348295
8,27.030319213867188,0.018873286039755913,0.18305782739047172
9,14.20901870727539,0.01432924074490851,0.0982663101857207
