dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ds-2270-H/Medium/short,toto_2.0_4m,3.295574182023605e-05,3.295574182023605e-05,0.0035350401744698,0.0198391336515227,0.0202760660287105,0.019780989253135,0.1386572682349734,0.0057407091739815,0.0315917413918372,0.019453707132171,0.0151789345611824,Application Usage,1
ds-2270-H/Medium/medium,toto_2.0_4m,3.1235100080569586e-05,3.1235100080569586e-05,0.0034223983685175,0.0175677462428694,0.0195749759674072,0.0190731982566332,0.134742791216155,0.0055888370955476,0.0307188550057646,0.0188110974532089,0.0150448145364634,Application Usage,1
ds-2270-H/Medium/long,toto_2.0_4m,2.8659550783534844e-05,2.8659550783534844e-05,0.0032281392150455,0.0164801321678201,0.0184763855404324,0.0180537492701394,0.1537653793416613,0.0053534615701931,0.0294117520994164,0.017735296889765,0.0143055835387443,Application Usage,1
ds-2273-30T/Short/short,toto_2.0_4m,0.030562676881489,0.030562676881489,0.09026651215135,0.2615905523250771,0.1428226839032089,0.124363711229699,3.708296944411709,0.1748218432619019,0.2304908172441327,0.1190103122547054,0.1050198663932855,Application Usage,1
ds-2273-30T/Short/medium,toto_2.0_4m,0.0923866589864095,0.0923866589864095,0.182223892211914,0.5204551167738708,0.3418368339538574,0.2699906954725704,10.475621297352568,0.3039517379229958,0.3976626302871522,0.2384050598733883,0.2243559432529765,Application Usage,1
ds-2273-30T/Short/long,toto_2.0_4m,0.0846481270260281,0.0846481270260281,0.151891009012858,0.4220983072012684,0.2761877483791775,0.2109308047021589,10.989233229944022,0.2909435117441667,0.3756292374509495,0.1961023414790039,0.2337572338002548,Application Usage,1
ds-2274-H/Medium/short,toto_2.0_4m,0.1244409084320068,0.1244409084320068,0.1809429804484049,0.4907291332086121,0.3518375396728516,0.2576486260828494,9.89242323448476,0.3527618296131355,0.4822164374368521,0.247344446270518,0.224448456653569,Application Usage,1
ds-2274-H/Medium/medium,toto_2.0_4m,0.1269413709640502,0.1269413709640502,0.1957031885782877,0.5107166160307897,0.3850793838500976,0.2737509368371743,10.36269948571067,0.3562883256072955,0.4870370676530071,0.2675212748917558,0.2943037704211121,Application Usage,1
ds-2274-H/Medium/long,toto_2.0_4m,0.1338199191623263,0.1338199191623263,0.1928156110975477,0.4938962793152497,0.3709969414605035,0.254234247657713,11.97079824177904,0.3658140499793937,0.4873331655518592,0.2568666843968327,0.406830274041894,Application Usage,1
ds-2276-H/Medium/short,toto_2.0_4m,0.295899486541748,0.295899486541748,0.3181389490763346,0.4226582481229325,1.8135325113932292,0.557133139898319,2.7420451154425396,0.5439664388009136,0.7114167638810235,0.416072326291494,0.3220068406929857,Application Usage,1
ds-2276-H/Medium/medium,toto_2.0_4m,0.6155099232991537,0.6155099232991537,0.5291994094848633,0.685658806570573,2.179523468017578,0.7841083389608571,3.861911381538663,0.78454440492502,0.9797313677237284,0.6608590386961535,0.4966235006052955,Application Usage,1
ds-2276-H/Medium/long,toto_2.0_4m,0.4474913279215495,0.4474913279215495,0.4390298631456163,0.5431729758623176,1.709039306640625,0.6979159390959196,4.13645264256518,0.6689479261658186,0.8176085656322843,0.5365956939782005,0.4260494473466589,Application Usage,1
ds-2279-30T/Short/short,toto_2.0_4m,1.214642079671224,1.214642079671224,0.3626411437988281,0.626772764183112,0.8206759134928385,0.8172976580162855,10.152602419664788,1.102108016335615,2.4773947029529104,0.8151698702883023,0.738897962589278,Application Usage,1
