,abs_error,mean_wQuantileLoss,MASE
0,133.78981018066406,0.17579716406961599,0.9058073178704206
1,62.0906867980957,0.06062036066467152,0.3932613754583302
2,37.43122100830078,0.030607309806070807,0.22542137865495065
3,24.90990447998047,0.019774364027168076,0.15250782673258434
4,20.644779205322266,0.016164389515574733,0.12617326123825043
5,30.15750503540039,0.02439424403218366,0.18577056518143578
6,46.96839904785156,0.043024133040647596,0.2973874397357887
7,40.215065002441406,0.03334176303200254,0.2653124734386522
8,28.929161071777344,0.02346207157525243,0.19591739011603487
9,10.57938003540039,0.009235934623383926,0.07316456043482307
