dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,eval_metrics/MAAPE[0.5],domain,num_variates
ds-583-10S/Short/medium,naive,1.9727058919270832,1.9727058919270832,0.5876211208767361,3.178829569493089,1.0122642686631944,0.4727111138237847,93.6463368147807,1.4045304880731793,1.2973122772052583,0.5427636501535209,0.5488189430010415,0.3286383056640625,Application Usage,4
ds-583-10S/Short/long,naive,1.7665657552083334,1.7665657552083334,0.5289574856228298,3.097142042202291,0.9168145073784724,0.4175159030490451,90.32782842193008,1.3291221746733193,1.2276604386672525,0.4885782445061224,0.5160740702979925,0.3013821072048611,Application Usage,4
ds-584-5T/Short/short,naive,4.059171985444569,4.059171985444569,0.462116293932395,0.8108461384925114,6.966522959552745,0.6243551587301587,19.67882756362808,2.0147386891218844,5.812136481059281,1.333117284617698,1.2894609190010344,0.4056096798528439,Application Usage,63
ds-584-5T/Short/medium,naive,4.660450079916226,4.660450079916226,0.4890840291556437,2.3030902849128645,6.36215484457672,0.63880966159612,72.74672368057094,2.1588075597227805,5.098482743223946,1.1550758525955396,1.2020348779735854,0.4105217720045194,Application Usage,63
ds-584-5T/Short/long,naive,3.4187227871472663,3.4187227871472663,0.4273431902419533,2.2603810351943787,5.574734760802469,0.637042117917769,76.33199563590672,1.848978849837733,4.3667564142189175,1.009261743164663,1.1374386577015028,0.4093262149333113,Application Usage,63
ds-585-5T/Short/short,naive,1.1777257283528646,1.1777257283528646,0.5998475392659505,0.9447994739562108,2.871568044026693,1.0553492228190104,11.53501989069074,1.085230725861033,2.04302392711784,1.129255600803938,1.119895349637137,0.6959833145141602,Application Usage,2
ds-585-5T/Short/medium,naive,1.6101579454210069,1.6101579454210069,0.7340621948242188,1.1634285578179573,3.903326076931424,1.120091078016493,13.180582481488,1.268919991733524,2.2429838419554,1.2975519754651366,1.268733791446004,0.7393439398871527,Application Usage,2
ds-585-5T/Short/long,naive,1.5165208604600695,1.5165208604600695,0.7386205037434895,1.168287663858692,4.144236246744792,1.1279759724934897,13.9404456916817,1.2314710148680192,2.176787824433178,1.3056093891075822,1.3115295834488128,0.7521233452690972,Application Usage,2
ds-586-T/Short/short,naive,1.6524176025390624,1.6524176025390624,0.925205078125,1.0895287223880703,7.979342447916666,1.3416335042317709,8.716362709241753,1.2854639639208336,2.176178933633332,1.5662919045704211,1.3006295600620683,0.8879974365234375,Application Usage,5
ds-586-T/Short/medium,naive,1.635319112141927,1.635319112141927,0.8530748494466146,1.0050398675927397,6.357917073567708,1.1988777669270834,9.149249062832212,1.2787959618883409,1.9595069609926488,1.307171867566747,1.133888759045468,0.796625264485677,Application Usage,5
ds-586-T/Short/long,naive,1.6315379050925929,1.6315379050925929,0.8542503978587963,1.0053528364800066,6.177515914351852,1.1926575159143518,9.629784393248489,1.2773166815995918,1.910615668741991,1.277791340777098,1.111239778103312,0.7882298900462963,Application Usage,5
ds-587-10S/Short/short,naive,0.0677199935913085,0.0677199935913085,0.1202416865030924,0.5736835734269602,1.3938671875,0.6601714070638021,8.356498738883726,0.260230654595704,1.9039120440695647,0.879718015881492,0.984819246398032,0.4155844370524088,Infrastructure,4
ds-587-10S/Short/medium,naive,0.0639905675252278,0.0639905675252278,0.1182220119900173,0.5546528409913054,1.4103394911024305,0.6606423611111111,8.159278906406602,0.2529635695613656,1.8582851830245315,0.8684658173085426,1.0111597981154672,0.4168471272786458,Infrastructure,4
ds-587-10S/Short/long,naive,0.0698200946384006,0.0698200946384006,0.1176189676920572,0.5491281353422985,1.3610541449652778,0.6335253228081598,8.86520412680945,0.2642349231997932,1.941085206345038,0.8640358186113002,1.0590963632607642,0.4064317830403646,Infrastructure,4
ds-588-5T/Short/short,naive,0.3412014643351237,0.3412014643351237,0.0753816922505696,0.4419810472309752,7.206552124023437,0.7039709091186523,22.70211660577169,0.584124528106057,6.70303964138772,0.8650321071583478,2.236418050158312,0.5550753275553385,Infrastructure,4
ds-588-5T/Short/medium,naive,0.4535121493869357,0.4535121493869357,0.0840183364020453,0.4869779135653483,6.006606716579861,0.702529780069987,27.447414828779507,0.67343310683908,7.293286387301487,0.909919311868905,2.589101165563183,0.5475242614746094,Infrastructure,4
ds-588-5T/Short/long,naive,0.7179701911078559,0.7179701911078559,0.1060619036356608,0.6169727076270566,6.762326388888889,0.7175600687662761,32.33790381530012,0.8473312168850242,9.176604427200887,1.1486513361780537,2.9170183895784736,0.5514686584472657,Infrastructure,4
ds-589-10S/Short/short,naive,1.990072292751736,1.990072292751736,1.122096625434028,0.998711399623323,7.573601345486111,1.413474392361111,6.003365865355086,1.410699221220362,1.7325724737339367,1.3781206488615838,1.067850323317468,0.8923167588975695,Infrastructure,3
ds-589-10S/Short/medium,naive,1.974708658854167,1.974708658854167,1.1173634620949071,0.994090237544914,6.821989293981481,1.406030544704861,6.685407259659943,1.405243273904617,1.7249971129293913,1.3716121485861197,1.079547670130241,0.886730324074074,Infrastructure,3
ds-589-10S/Short/long,naive,1.947776150173611,1.947776150173611,1.1062514467592592,0.984167701712162,6.290286458333333,1.4055467845775462,7.45853541910034,1.3956275112556398,1.713193346908145,1.357971667447534,1.0931449194922285,0.8811704282407408,Infrastructure,3
ds-590-T/Short/short,naive,1.9877593994140623,1.9877593994140623,1.111841328938802,1.0084123767043316,5.728251139322917,1.4566414727105037,6.3590421622546085,1.409879214476922,1.8556052765925768,1.463344246462977,1.136113396095982,0.9177139282226564,Infrastructure,6
ds-590-T/Short/medium,naive,2.0593882242838544,2.0593882242838544,1.1084676106770834,1.0059237221514654,6.865694851345486,1.4466162787543402,6.707638855772261,1.4350568714458165,1.8941252805752904,1.463061545405538,1.1441596968257604,0.91373782687717,Infrastructure,6
ds-590-T/Short/long,naive,2.1244035132137347,2.1244035132137347,1.117030315634645,1.0143145242555585,6.721220944251543,1.445071072048611,6.923021116989251,1.457533366072192,1.91459639747925,1.4673161300948718,1.1499300888077666,0.9130976924189816,Infrastructure,6
ds-591-T/Short/short,naive,768.2454861111111,768.2454861111111,27.68255750868056,10.228995806542208,0.9998755560980904,1.952495998806424,42.57789768516646,27.717241675735178,1.001132944763541,0.9998801699489944,0.6676990323311345,0.7850750393337673,Infrastructure,3
ds-591-T/Short/medium,naive,699.3229166666666,699.3229166666666,25.284599247685183,14.714663268437596,1.6709628634982638,1.9119450321903928,266.40827397038305,26.44471434269364,1.046787311571293,1.000865327099084,0.7595127799053938,0.7995269775390625,Infrastructure,3
ds-591-T/Short/long,naive,699.3229166666666,699.3229166666666,25.284599247685183,16.782908684832258,1.6709628634982638,1.9119450321903928,421.54201348035895,26.44471434269364,1.046787311571293,1.000865327099084,0.80835291793209,0.7995269775390625,Infrastructure,3
ds-592-T/Short/short,naive,1.6025916466346153,1.6025916466346153,0.6398708245693109,0.7777953849223936,3.868302408854167,0.9150140224358976,9.39672814118067,1.2659350878440077,1.8849675082007469,0.9527626853387248,0.8550320542644895,0.6689914801181891,Infrastructure,13
ds-592-T/Short/medium,naive,1.4777947841546475,1.4777947841546475,0.5927764892578125,0.7132376836047832,2.9546305338541665,0.8691708295773237,9.124433204496912,1.2156458300650923,1.7234324763080495,0.840384779441954,0.7668395511769839,0.6072973789312901,Infrastructure,13
ds-592-T/Short/long,naive,1.391519764957265,1.391519764957265,0.585088850494124,0.7010346079963038,2.867939258368946,0.8694970981347935,9.052964585014143,1.1796269600841045,1.663035159238898,0.824856808614331,0.7628585190438542,0.6032198044649216,Infrastructure,13
ds-593-T/Short/short,naive,1.4051213582356772,1.4051213582356772,0.8045066833496094,0.9114527903448966,4.847251383463542,1.2602307637532553,8.295580382996354,1.185378149889594,1.9168640843081408,1.3009603450530631,1.0916954895146076,0.7918497721354166,Infrastructure,1
ds-593-T/Short/medium,naive,1.5597015380859376,1.5597015380859376,0.942169443766276,1.080477228904554,5.368029276529948,1.4825834910074869,8.163983299277321,1.248880113576134,2.053779136360541,1.5493944738880914,1.241956349043598,0.8997140248616536,Infrastructure,1
ds-593-T/Short/long,naive,1.544266990379051,1.544266990379051,0.9310916476779514,1.0700423063015516,5.1736621997974535,1.4731493914568865,8.952267498381884,1.2426853947717624,2.029699626253396,1.5207681503705874,1.2660448351867055,0.8962748774775753,Infrastructure,1
ds-594-T/Short/short,naive,2.1262532552083333,2.1262532552083333,1.160982894897461,1.6309673950461616,15.584236653645831,1.2433787027994792,10.866180116792892,1.4581677733403429,3.715809759332112,2.958501518241089,2.271537014299479,0.9972792943318683,Networking,1
ds-594-T/Short/medium,naive,2.142134094238281,2.142134094238281,1.0042264302571615,1.4604735628816827,12.989358520507812,1.1740554809570312,14.28563373883427,1.46360312046616,3.3667374663070286,2.3100297479044074,2.1060246339514075,0.9092543284098308,Networking,1
ds-594-T/Short/long,naive,2.6455910011574075,2.6455910011574075,1.1761488172743055,1.7510244840697813,11.685206886574074,1.2658269811559606,15.362059682990449,1.6265272826354336,2.647190633648833,1.914194840815065,1.672203494366179,0.9078045315212674,Networking,1
ds-595-T/Short/short,naive,2.1262532552083333,2.1262532552083333,1.160982894897461,1.6309673950461616,15.584236653645831,1.2433787027994792,10.866180116792892,1.4581677733403429,3.715809759332112,2.958501518241089,2.271537014299479,0.9972792943318683,Networking,1
ds-595-T/Short/medium,naive,2.142134094238281,2.142134094238281,1.0042264302571615,1.4604735628816827,12.989358520507812,1.1740554809570312,14.28563373883427,1.46360312046616,3.3667374663070286,2.3100297479044074,2.1060246339514075,0.9092543284098308,Networking,1
ds-595-T/Short/long,naive,2.6455910011574075,2.6455910011574075,1.1761488172743055,1.7510244840697813,11.685206886574074,1.2658269811559606,15.362059682990449,1.6265272826354336,2.647190633648833,1.914194840815065,1.672203494366179,0.9078045315212674,Networking,1
ds-596-10S/Short/short,naive,0.8286720784505208,0.8286720784505208,0.7327616373697917,0.796140451122988,10.288588324652778,1.3783421495225694,5.479015706148547,0.9103142745505648,1.465977610372945,1.1800453801020396,0.917991671374842,0.8563920762803819,Networking,3
ds-596-10S/Short/medium,naive,1.119222728587963,1.119222728587963,0.8480109772858796,0.9217254051953648,15.183125,1.3935762080439815,6.788676523213059,1.057933234466128,1.5558014429333638,1.2470888134547446,0.9918507537181168,0.8655027488425926,Networking,3
ds-596-10S/Short/long,naive,1.2362071397569443,1.2362071397569443,0.9260437463831018,1.008329473589444,23.92127459490741,1.4339443178530094,7.502232202954422,1.111848523746353,1.635089513414176,1.3618441598247912,1.0635022860069356,0.9126692708333334,Networking,3
ds-597-10S/Short/short,naive,0.5809429423014323,0.5809429423014323,0.6023044840494791,0.8341318290453282,4.510181477864584,1.3377374267578126,5.04659281623546,0.7621961311246812,1.5147631980964238,1.1969998655600134,0.9279513928351436,0.83160400390625,Networking,1
ds-597-10S/Short/medium,naive,0.672649671766493,0.672649671766493,0.6633349609375,0.9134233113445752,4.116443142361111,1.442033420138889,5.393600785377002,0.8201522247525108,1.6557704794541002,1.3391787684799408,1.0315668433928082,0.8823105197482639,Networking,1
ds-597-10S/Short/long,naive,0.5971633572048611,0.5971633572048611,0.6274661593967014,0.863750401095573,4.889459635416666,1.3780373806423611,5.985418950560217,0.7727634548843916,1.560099305448624,1.266764769063462,0.9976216237303156,0.8535501437717014,Networking,1
ds-598-5T/Short/short,naive,0.0342328031857808,0.0342328031857808,0.0798083861668904,0.5504989212602993,2.921392822265625,0.8259251912434896,7.908305596410029,0.1850210884893418,2.229315524061647,0.9616097045197352,1.0109753392278362,0.5584711710611979,Application Usage,2
ds-598-5T/Short/medium,naive,0.0317924877007802,0.0317924877007802,0.0755592346191406,0.510587424814655,3.3856353759765625,0.7585158030192057,14.56313783523005,0.17830448031606,2.110096245159331,0.8941853674924226,1.751886302177059,0.5220613479614258,Application Usage,2
ds-598-5T/Short/long,naive,0.0282788506260624,0.0282788506260624,0.0716837494461624,0.4824729710121352,3.807296187789352,0.7639563666449652,16.986461119897278,0.1681631666746986,2.0050514738600747,0.8547032642224235,1.989367466743172,0.5192663122106481,Application Usage,2
ds-599-5T/Short/short,naive,0.0001433844367663,0.0001433844367663,0.0025088821848233,0.0986195289671809,0.2055232365926106,0.1672138849894205,18.103273452895227,0.0119743240630236,1.0196748101550603,0.2136441232128461,2.292187962385676,0.1472771644592285,Application Usage,1
ds-599-5T/Short/medium,naive,0.0046519666910171,0.0046519666910171,0.0055053010582923,0.2080762148860961,0.4254329045613607,0.2127394994099934,28.6679575383328,0.068205327438677,5.381111489982673,0.434344938923228,3.302055571908905,0.1887455463409423,Application Usage,1
ds-599-5T/Short/long,naive,0.0040930306469952,0.0040930306469952,0.0051299934033994,0.1924536491913043,0.2794704295970775,0.2159427784107349,33.051950680981854,0.0639767977238253,4.771228932771427,0.3825820269542936,3.647152649643518,0.2007254141348379,Application Usage,1
ds-600-5T/Short/short,naive,0.0079107885559399,0.0079107885559399,0.0243150273958841,0.204352811806442,0.6122116088867188,0.3693554242451985,7.226494605213685,0.0889426138357761,1.6506084314423366,0.451241395991605,0.9084740039439232,0.331917381286621,Application Usage,1
ds-600-5T/Short/medium,naive,0.0120226760705312,0.0120226760705312,0.0333955605824788,0.2694108256930011,0.815872319539388,0.4486754099527995,74.99106442748538,0.1096479642790107,1.929112145206812,0.587551095355649,9.496086876009183,0.3694049199422201,Application Usage,1
ds-600-5T/Short/long,naive,0.0339996479175708,0.0339996479175708,0.0510278913709852,0.407251715822035,1.6915621157045715,0.5826940465856482,109.28402432967184,0.1843899344258544,3.1909763648166334,0.8830677000794754,13.66148353487124,0.4276691295482494,Application Usage,1
ds-601-10S/Short/short,naive,0.7854556274414063,0.7854556274414063,0.107255147298177,0.5972569700032822,1.6411287434895834,0.511874033610026,21.499611615327897,0.8862593454747918,6.721752744659367,0.8134668304616175,1.454950806255887,0.3515802510579427,Application Usage,1
ds-601-10S/Short/medium,naive,0.7839864773220486,0.7839864773220486,0.1051489935980902,0.5766034073996914,1.6419112141927084,0.51955810546875,24.86896774758985,0.8854301086602198,6.881556037802464,0.8172171746663124,1.792418079543265,0.3550107828776042,Application Usage,1
ds-601-10S/Short/long,naive,0.3287200249565972,0.3287200249565972,0.0954639434814453,0.5231105112251331,1.4655927191840277,0.5278629557291666,24.22409855078777,0.5733411069830919,4.456002701839346,0.741945039175612,1.902689299381215,0.3654547119140625,Application Usage,1
ds-602-10S/Short/short,naive,1.176029561360677,1.176029561360677,0.5295405069986979,0.7805287428274605,3.7917854817708334,1.1283272298177085,11.98175763177211,1.0844489666926134,2.3824562045100373,1.163362320576622,1.1594306812153643,0.7422407023111979,Application Usage,1
ds-602-10S/Short/medium,naive,1.3495872667100697,1.3495872667100697,0.5693143717447917,0.8323200529332608,4.3835400390625,1.1208521864149306,12.62129536321991,1.1617173781561805,2.60325896659084,1.2757601555431075,1.315868932993152,0.7624556477864584,Application Usage,1
ds-602-10S/Short/long,naive,1.1988669162326389,1.1988669162326389,0.5453107367621528,0.7959497594866121,4.787408311631944,1.12817138671875,12.72905526315508,1.0949278132519231,2.4535921569338592,1.2219711022205986,1.3179456182242977,0.7726392279730903,Application Usage,1
ds-603-5T/Short/short,naive,67.41094563802083,67.41094563802083,1.7011417388916017,2.0374706634325865,8.633165486653645,1.394732920328776,53.09175588444888,8.210416897942567,6.304306071041636,1.3062087255135713,1.3499293434726982,0.8763794581095378,Application Usage,1
ds-603-5T/Short/medium,naive,27.88055013020833,27.88055013020833,1.1017735799153645,1.336496713310027,8.484020487467449,1.3444992065429688,24.747557210656304,5.280203606889448,5.778475837115693,1.2057436575374634,1.0620601314514695,0.8553348541259765,Application Usage,1
ds-603-5T/Short/long,naive,24.923795572916667,24.923795572916667,1.065468795211227,1.2905362310480797,9.58693214699074,1.3805867513020833,23.031890274345955,4.992373741309505,5.7669941874697335,1.230787730908504,1.0886305910212872,0.8638950489185474,Application Usage,1
ds-604-5T/Short/short,naive,0.9727127710978192,0.9727127710978192,0.6944789886474609,1.4112637188599626,6.249138387044271,1.3213473002115883,15.84010263813064,0.986262019494728,1.4836116423639565,1.0446890304691765,0.8788216169768602,0.7749114990234375,Infrastructure,1
ds-604-5T/Short/medium,naive,0.5050752639770508,0.5050752639770508,0.4442079544067382,0.9048096193428296,8.045426432291666,0.9498905817667644,10.533701572095966,0.7106864737541096,1.3772558812276603,0.8608409478558068,0.7449512921555693,0.6283825556437175,Infrastructure,1
ds-604-5T/Short/long,naive,0.468966222692419,0.468966222692419,0.4353822213632089,0.8843517311391166,8.831333188657407,1.014617919921875,9.269560165697206,0.6848110854041566,1.3466460993760538,0.8561569498987087,0.7280567410509964,0.6425178810402199,Infrastructure,1
ds-605-5T/Short/short,naive,9.354720181432263,9.354720181432263,0.4512556536444302,0.8395320976894669,3.751198604189117,0.7052708549061041,17.69432117578965,3.058548705094013,3.50762067866153,0.5175113476041493,0.5956100902332331,0.501846589713261,Application Usage,29
ds-605-5T/Short/medium,naive,3.8756493579382174,3.8756493579382174,0.5588178261943247,1.0821451545014056,4.392458580280173,0.8464302852235991,19.178164872037787,1.9686668986748923,2.4819744279577627,0.7045232260647185,0.744801051929623,0.5690017524806933,Application Usage,29
ds-605-5T/Short/long,naive,3.7763385017560656,3.7763385017560656,0.5845644506305875,1.117327060413582,5.026121986749681,0.8710032028256705,20.49984498541749,1.943280345641376,2.631137986215317,0.7914811338955782,0.8685232857320235,0.5826754320322478,Application Usage,29
ds-606-10S/Short/short,naive,0.9841320013230846,0.9841320013230846,0.5335763845136089,0.9457322493395242,3.053758216775873,0.7801826066868279,11.678356326619276,0.9920342742683262,1.310048905804241,0.7046240002247817,0.6086165029076258,0.5119234277868784,Networking,31
ds-606-10S/Short/medium,naive,0.8492401713709677,0.8492401713709677,0.4884054379480286,0.814784961111142,2.89831793234767,0.7256339605734767,12.2252220055359,0.9215422786671092,1.2565618363667128,0.6659614520205382,0.6091974015626875,0.4849857890905018,Networking,31
ds-606-10S/Short/long,naive,0.9510834593413978,0.9510834593413978,0.5061144013216846,0.8601006225699753,2.949556171594982,0.7555825072804659,13.70405505462724,0.9752350790150024,1.3297742384090847,0.6901083718657538,0.6587077844079501,0.4880181031586021,Networking,31
ds-607-10S/Short/short,naive,1.650503526131312e-05,1.650503526131312e-05,0.0002029914160569,0.0,1.0,2.0,978.9758309889726,0.0040626389528621,20.013846061955523,1.0,1.8447885042671568,0.0019634954134623,Application Usage,1
ds-607-10S/Short/medium,naive,1.1003356840875414e-05,1.1003356840875414e-05,0.0001353276107046,,1.0,2.0,,0.0033171308145557,24.511855321200777,1.0,1.0,0.0013089969423082,Application Usage,1
ds-607-10S/Short/long,naive,1.1003356840875414e-05,1.1003356840875414e-05,0.0001353276107046,,1.0,2.0,,0.0033171308145557,24.511855321200777,1.0,1.0,0.0013089969423082,Application Usage,1
ds-608-T/Short/short,naive,57706.71666666667,57706.71666666667,5.817612033420139,103.5020989113987,2.707896414446295,0.3487340210875702,4753.1422608227695,240.2222235070408,41.9772793941786,1.0165900646850643,5.618895321380019,0.1683831108940972,Application Usage,6
ds-608-T/Short/medium,naive,28855.11388888889,28855.11388888889,3.133470323350694,63.83621702366697,2.757537549458559,0.3837886303477066,2877.2370831861244,169.86793072528107,56.47464224417988,1.0417599998917766,4.728628133504476,0.1834000905354817,Application Usage,6
ds-608-T/Short/long,naive,25649.11851851852,25649.11851851852,2.80505672501929,61.75073820469184,2.66961852959552,0.3578703399059376,2871.7937218553107,160.15342181333034,59.377116694297534,1.0399789065370515,6.483298727729149,0.171532506118586,Application Usage,6
ds-609-10S/Short/short,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application Usage,3
ds-609-10S/Short/medium,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application Usage,3
ds-609-10S/Short/long,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application Usage,3
ds-610-5T/Short/short,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application Usage,1
ds-610-5T/Short/medium,naive,0.0,0.0,0.0,0.0,0.0,0.0,12.483532956039888,0.0,0.0,0.0,1.4618082864316428,0.0,Application Usage,1
ds-610-5T/Short/long,naive,0.0,0.0,0.0,0.0,0.0,0.0,18.552052608105736,0.0,0.0,0.0,2.193881836364994,0.0,Application Usage,1
ds-611-5T/Short/short,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure,3
ds-611-5T/Short/medium,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure,3
ds-611-5T/Short/long,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure,3
ds-612-5T/Short/short,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure,3
ds-612-5T/Short/medium,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure,3
ds-612-5T/Short/long,naive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure,3
ds-613-10S/Short/short,naive,2.2718595377604167,2.2718595377604167,1.197361551920573,1.0947776715701096,5.3915478515625,1.4335252888997396,6.261173635773562,1.5072689002830306,1.7571709900248642,1.3958816394413125,1.089520077274177,0.8929254150390625,Infrastructure,1
ds-613-10S/Short/medium,naive,2.292055392795139,2.292055392795139,1.207147894965278,1.1063156049394745,5.1150927734375,1.4549698893229166,6.93049005708852,1.513953563619155,1.788722700829503,1.4262345258603422,1.1144843805598887,0.906825222439236,Infrastructure,1
ds-613-10S/Short/long,naive,1.994601915147569,1.994601915147569,1.1289181179470489,1.0335016212687498,5.264574652777778,1.41090576171875,7.657339655576631,1.4123037616417968,1.668624361817658,1.3338067385120789,1.0618231397381552,0.8790391710069444,Infrastructure,1
ds-614-T/Short/short,naive,2.668273417154948,2.668273417154948,1.4737122853597004,1.1527151771651636,1.2000752766927083,1.1214364369710286,6.573000245955175,1.633485052626729,0.9693405894687886,0.8745284403434354,0.6198880976805179,0.6879585901896159,Infrastructure,1
ds-614-T/Short/medium,naive,4.344084676106771,4.344084676106771,1.953279113769532,1.5933290247647085,2.2898541768391927,1.560718282063802,7.870364028972578,2.0842467886761327,1.7178935832998723,1.6099464200540736,1.1086372735016434,0.9818862915039064,Infrastructure,1
ds-614-T/Short/long,naive,4.359208622685185,4.359208622685185,1.944476770471644,1.6062170151609363,2.32344970703125,1.5594914189091436,7.884125914237679,2.0878717926839245,1.7970929775536513,1.6736686426223486,1.1739781505845048,0.9878650806568288,Infrastructure,1
ds-615-T/Short/short,naive,2.3799652099609374,2.3799652099609374,1.316845194498698,1.3555737634884166,6.8251220703125,1.4849507649739584,7.0875440014380375,1.542713586496514,1.470161435936692,1.254915389996089,0.9367930299191946,0.8882583618164063,Infrastructure,2
ds-615-T/Short/medium,naive,2.0572231292724608,2.0572231292724608,1.1658404032389322,1.1998703217334967,4.761151123046875,1.3089595794677735,10.281123575474112,1.4343023144624918,1.231187365457925,1.0007429815422515,0.795246162619825,0.7698411305745443,Infrastructure,2
ds-615-T/Short/long,naive,2.0345210322627314,2.0345210322627314,1.1642497875072335,1.2019343843719197,5.607131618923611,1.329731128833912,12.369226584797808,1.4263663737843553,1.2937012270854715,1.0559638858675315,0.8553377344908328,0.8025258947301794,Infrastructure,2
ds-616-10S/Short/short,naive,1.5612211100260416,1.5612211100260416,0.6737888590494792,0.6779094959644106,0.6363694254557292,0.4991594441731771,5.163256833495768,1.2494883392917444,0.8152422307102996,0.4396208553579691,0.3494724461378584,0.3468477121988932,Infrastructure,2
ds-616-10S/Short/medium,naive,1.3042900933159722,1.3042900933159722,0.5713465711805555,0.5783726286060614,3.758605143229168,0.5413834635416667,7.282673597941811,1.1420552058967957,0.7712327276637064,0.385831763874211,0.3321441815425527,0.3518303426106771,Infrastructure,2
ds-616-10S/Short/long,naive,1.2508535427517362,1.2508535427517362,0.585753173828125,0.5958658237640492,3.819871148003472,0.5962353515625,8.459642829193669,1.118415639532878,0.7552688695651698,0.3955605785574971,0.3429872935059133,0.3722259182400174,Infrastructure,2
ds-617-T/Short/short,naive,0.7775286865234375,0.7775286865234375,0.5998482937282986,0.9353944718262994,11.498558810763887,0.8604539930555556,8.862800659231496,0.8817758709124658,1.0237743187078758,0.6964460000524709,0.5625661921634316,0.6189908989800347,Application Usage,75
ds-617-T/Short/medium,naive,0.7697377387152777,0.7697377387152777,0.5926190863715278,0.9240512989592432,9.96607204861111,0.8525083550347222,9.328344696130136,0.8773469887765488,1.022069204503994,0.6903741916596422,0.5588325773087172,0.61738720703125,Application Usage,75
ds-617-T/Short/long,naive,0.7651728877314815,0.7651728877314815,0.5908132716049382,0.9196016662564483,10.06997762345679,0.8504973958333333,9.33941863642002,0.8747416119812076,1.0192915688859658,0.6884444255131483,0.557544253404662,0.6167527006172839,Application Usage,75
ds-618-5T/Short/short,naive,0.0180512902471754,0.0180512902471754,0.0534882015652126,0.5453028332174328,4.671464029947916,1.006754201253255,9.770840570629872,0.1343550901424111,2.218053564649207,0.8830308998538264,0.9894684494703826,0.679433093600803,Infrastructure,30
ds-618-5T/Short/medium,naive,0.0343637000189887,0.0343637000189887,0.0497986178927951,0.4931287646553482,4.394710557725695,0.9292271592881944,85.24420793023526,0.1853744858900186,3.201348978107778,0.860003757997548,8.809479745761056,0.6309852430555556,Infrastructure,30
ds-618-5T/Short/long,naive,0.0216014927993586,0.0216014927993586,0.048235164689429,0.4723942317126841,4.645546392746914,0.9048467038001544,123.10638424439335,0.146974463085798,2.571330010438417,0.8438780718795019,12.931996496310823,0.6585086926118827,Infrastructure,30
ds-619-T/Short/short,naive,1.0896357634128668,1.0896357634128668,0.6400800546010336,0.8284634040971703,3.9010406420781054,1.0591471989949544,7.826123092740445,1.04385619862741,1.495677571765487,0.9171314813860756,0.7792440437429189,0.7170570942071768,Infrastructure,52
ds-619-T/Short/medium,naive,1.118505155123197,1.118505155123197,0.7061897473457532,0.8819659794395011,3.858284192207532,1.1496090619991988,7.623824027864635,1.0575940407941022,1.5134745542382744,1.010595910950138,0.8505211928909349,0.7605905386117788,Infrastructure,52
ds-619-T/Short/long,naive,1.2320480824875355,1.2320480824875355,0.7286312266292735,0.9091261251422368,3.955391404024216,1.1762730090366809,7.297313993905059,1.1099766134867597,1.5810712974188303,1.0378758478593486,0.8548368688475302,0.7735437811609687,Infrastructure,52
ds-620-10S/Short/short,naive,1.0820549145079497,1.0820549145079497,0.7633626730400219,0.9772764717051132,4.898793088678728,1.2316919801946271,7.253554490145139,1.0402186859059732,1.503795415583418,1.1035576496545,0.8759254816603277,0.8046809467516447,Networking,76
ds-620-10S/Short/medium,naive,1.1922082876461988,1.1922082876461988,0.8443132081505847,1.069602720663401,6.599004020467836,1.3405037006578948,7.453126159571392,1.0918829093113414,1.6136451215177348,1.24777288640269,0.9546175211934856,0.857076080500731,Networking,76
ds-620-10S/Short/long,naive,1.3419441017909357,1.3419441017909357,0.9259604006761696,1.1801059943549337,6.819163011695906,1.4315173839546784,8.1865520094707,1.1584231100038258,1.71198192056147,1.3684356358431264,1.027859238655135,0.9007884457236842,Networking,76
